Preacher_ Volume 1: Gone to Texas (Paperback),Garth Ennis,4.15,91184,1996,comics,www.goodreads.com//book/show/95431.Preacher_Volume_1
Transmetropolitan_ Vol. 1: Back on the Street (Transmetropolitan_ #1),Warren Ellis,4.22,56201,1998,comics,www.goodreads.com//book/show/22416.Transmetropolitan_Vol_1
The Kindly Ones (The Sandman_ #9),Neil Gaiman,4.6,51222,1996,comics,www.goodreads.com//book/show/71252.The_Kindly_Ones
Maus : Un survivant raconte_ tome 1 : Mon père saigne l'histoire (Maus #1),Art Spiegelman,4.18,777,1985,comics,www.goodreads.com//book/show/40490167-maus
A Game of You (The Sandman_ #5),Neil Gaiman,4.45,56750,1993,comics,www.goodreads.com//book/show/25102.A_Game_of_You
Superman: Red Son (Paperback),Mark Millar,4.17,59647,2003,comics,www.goodreads.com//book/show/154798.Superman
Ghost World (Paperback),Daniel Clowes,3.86,105374,1998,comics,www.goodreads.com//book/show/62953.Ghost_World
Lumberjanes_ Vol. 1: Beware the Kitten Holy (Paperback),Noelle Stevenson,3.92,86927,2015,comics,www.goodreads.com//book/show/22554204-lumberjanes-vol-1
The Complete Persepolis (Paperback),Marjane Satrapi,4.37,146750,2003,comics,www.goodreads.com//book/show/991197.The_Complete_Persepolis
Saga_ Vol. 6 (Saga_ #6),Brian K. Vaughan,4.49,40246,2016,comics,www.goodreads.com//book/show/28862528-saga-vol-6
Ms. Marvel_ Vol. 2: Generation Why (Paperback),G. Willow Wilson,4.13,33208,2015,comics,www.goodreads.com//book/show/23017947-ms-marvel-vol-2
Hellboy_ Vol. 1: Seed of Destruction (Hellboy_ #1),Mike Mignola,4.12,86851,1994,comics,www.goodreads.com//book/show/102458.Hellboy_Vol_1
Scott Pilgrim_ Volume 3: Scott Pilgrim & The Infinite Sadness (Paperback),Bryan Lee O'Malley,4.29,45799,2006,comics,www.goodreads.com//book/show/29802.Scott_Pilgrim_Volume_3
The Walking Dead_ Vol. 2: Miles Behind Us (Paperback),Robert Kirkman,4.26,39786,2004,comics,www.goodreads.com//book/show/138396.The_Walking_Dead_Vol_2
Brief Lives (The Sandman_ #7),Neil Gaiman,4.54,56144,1994,comics,www.goodreads.com//book/show/25105.Brief_Lives
Paper Girls_ Vol. 1 (Paper Girls_ #1),Brian K. Vaughan,3.86,77072,2016,comics,www.goodreads.com//book/show/28204534-paper-girls-vol-1
Batman: Hush (Paperback),Jeph Loeb,4.29,36124,2005,comics,www.goodreads.com//book/show/6375845-batman
Marvel 1602 (Paperback),Neil Gaiman,3.92,92834,2003,comics,www.goodreads.com//book/show/15719.Marvel_1602
The Joy of Cooking (Hardcover),Irma S. Rombauer,4.12,185817,1931,cookbooks,www.goodreads.com//book/show/327847.The_Joy_of_Cooking
How to Cook Everything: Simple Recipes for Great Food (Hardcover),Mark Bittman,3.99,146504,1998,cookbooks,www.goodreads.com//book/show/603204.How_to_Cook_Everything
Better Homes and Gardens New Cook Book (Hardcover),Better Homes and Gardens,4.14,178520,1953,cookbooks,www.goodreads.com//book/show/411053.Better_Homes_and_Gardens_New_Cook_Book
The Smitten Kitchen Cookbook (Hardcover),Deb Perelman,4.1,47189,2012,cookbooks,www.goodreads.com//book/show/13331199-the-smitten-kitchen-cookbook
Veganomicon: The Ultimate Vegan Cookbook (Hardcover),Isa Chandra Moskowitz,3.93,50117,2007,cookbooks,www.goodreads.com//book/show/1059680.Veganomicon
The Pioneer Woman Cooks: Recipes from an Accidental Country Girl (Hardcover),Ree Drummond,4.15,61616,2008,cookbooks,www.goodreads.com//book/show/6361871-the-pioneer-woman-cooks
Jerusalem: A Cookbook (Hardcover),Yotam Ottolenghi,4.29,32877,2012,cookbooks,www.goodreads.com//book/show/13531504-jerusalem
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again (Hardcover),Ina Garten,4.14,66264,2006,cookbooks,www.goodreads.com//book/show/120230.Barefoot_Contessa_at_Home
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Hardcover),Thug Kitchen,4.12,47198,2014,cookbooks,www.goodreads.com//book/show/20696032-thug-kitchen
Everyday Italian: 125 Simple and Delicious Recipes (Hardcover),Giada De Laurentiis,3.95,74807,2005,cookbooks,www.goodreads.com//book/show/1192.Everyday_Italian
The Barefoot Contessa Cookbook (Hardcover),Ina Garten,4.18,57235,1999,cookbooks,www.goodreads.com//book/show/3895.The_Barefoot_Contessa_Cookbook
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking (Paperback),Nigella Lawson,3.97,67699,1998,cookbooks,www.goodreads.com//book/show/39542.How_to_Be_a_Domestic_Goddess
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (Hardcover),Mark Bittman,4.08,38765,2007,cookbooks,www.goodreads.com//book/show/1587362.How_to_Cook_Everything_Vegetarian
Barefoot Contessa Back to Basics (Hardcover),Ina Garten,4.19,59620,2008,cookbooks,www.goodreads.com//book/show/2815949-barefoot-contessa-back-to-basics
The Art of Simple Food: Notes_ Lessons_ and Recipes from a Delicious Revolution (Hardcover),Alice Waters,4.05,49937,2007,cookbooks,www.goodreads.com//book/show/688663.The_Art_of_Simple_Food
The Pioneer Woman Cooks: Food from My Frontier (Hardcover),Ree Drummond,4.27,64775,2011,cookbooks,www.goodreads.com//book/show/12072362-the-pioneer-woman-cooks
Artisan Bread in Five Minutes a Day: The Discovery That Revolutionizes Home Baking (Hardcover),Jeff Hertzberg,4.06,43445,2007,cookbooks,www.goodreads.com//book/show/1009996.Artisan_Bread_in_Five_Minutes_a_Day
Cravings: Recipes for All the Food You Want to Eat (Hardcover),Chrissy Teigen,4.15,32997,2016,cookbooks,www.goodreads.com//book/show/25982685-cravings
Barefoot Contessa Family Style: Easy Ideas and Recipes That Make Everyone Feel Like Family (Hardcover),Ina Garten,4.22,40931,2002,cookbooks,www.goodreads.com//book/show/120231.Barefoot_Contessa_Family_Style
Vegan with a Vengeance: Over 150 Delicious_ Cheap_ Animal-Free Recipes That Rock (Paperback),Isa Chandra Moskowitz,3.94,20734,2005,cookbooks,www.goodreads.com//book/show/48303.Vegan_with_a_Vengeance
Essentials of Classic Italian Cooking (Hardcover),Marcella Hazan,4.21,33466,1992,cookbooks,www.goodreads.com//book/show/19552.Essentials_of_Classic_Italian_Cooking
Vegan Cupcakes Take Over the World: 75 Dairy-Free Recipes for Cupcakes that Rule (Paperback),Isa Chandra Moskowitz,4.01,37983,2006,cookbooks,www.goodreads.com//book/show/48304.Vegan_Cupcakes_Take_Over_the_World
I'm Just Here for the Food: Food + Heat = Cooking (Hardcover),Alton Brown,4.15,43421,2002,cookbooks,www.goodreads.com//book/show/101249.I_m_Just_Here_for_the_Food
The Hunger Games (The Hunger Games_ #1),Suzanne Collins,4.33,6178076,2008,ebooks,www.goodreads.com//book/show/2767052-the-hunger-games
Mockingjay (The Hunger Games_ #3),Suzanne Collins,4.02,2299668,2010,ebooks,www.goodreads.com//book/show/7260188-mockingjay
Catching Fire (The Hunger Games_ #2),Suzanne Collins,4.29,2397414,2009,ebooks,www.goodreads.com//book/show/6148028-catching-fire
Divergent (Divergent_ #1),Veronica Roth,4.22,2802138,2011,ebooks,www.goodreads.com//book/show/13335037-divergent
The Fault in Our Stars (Hardcover),John Green,4.25,3708622,2012,ebooks,www.goodreads.com//book/show/11870085-the-fault-in-our-stars
Pride and Prejudice (Paperback),Jane Austen,4.24,3062175,2016,ebooks,www.goodreads.com//book/show/1885.Pride_and_Prejudice
Fifty Shades of Grey (Fifty Shades_ #1),E.L. James,3.68,1943426,2011,ebooks,www.goodreads.com//book/show/10818853-fifty-shades-of-grey
Insurgent (Divergent_ #2),Veronica Roth,4.06,1240609,2012,ebooks,www.goodreads.com//book/show/11735983-insurgent
A Game of Thrones (A Song of Ice and Fire_ #1),George R.R. Martin,4.45,2096624,1996,ebooks,www.goodreads.com//book/show/13496.A_Game_of_Thrones
City of Bones (The Mortal Instruments_ #1),Cassandra Clare,4.12,1830878,2007,ebooks,www.goodreads.com//book/show/256683.City_of_Bones
Allegiant (Divergent_ #3),Veronica Roth,3.62,742975,2013,ebooks,www.goodreads.com//book/show/18710190-allegiant
Fifty Shades Darker (Fifty Shades_ #2),E.L. James,3.88,779645,2011,ebooks,www.goodreads.com//book/show/11857408-fifty-shades-darker
Fangirl (Kindle Edition),Rainbow Rowell,4.1,798241,2013,ebooks,www.goodreads.com//book/show/16068905-fangirl
Harry Potter and the Sorcerer's Stone (Harry Potter_ #1),J.K. Rowling,4.45,5965552,1997,ebooks,www.goodreads.com//book/show/3.Harry_Potter_and_the_Sorcerer_s_Stone
The Picture of Dorian Gray (Paperback),Oscar Wilde,4.06,1109524,1890,ebooks,www.goodreads.com//book/show/5297.The_Picture_of_Dorian_Gray
Eleanor & Park (Hardcover),Rainbow Rowell,4.1,1152229,2013,ebooks,www.goodreads.com//book/show/15745753-eleanor-park
The Maze Runner (The Maze Runner_ #1),James Dashner,4.03,1244621,2009,ebooks,www.goodreads.com//book/show/6186357-the-maze-runner
Fifty Shades Freed (Fifty Shades_ #3),E.L. James,3.89,567861,2012,ebooks,www.goodreads.com//book/show/13536860-fifty-shades-freed
A Clash of Kings (A Song of Ice and Fire_ #2),George R.R. Martin,4.41,785343,1998,ebooks,www.goodreads.com//book/show/10572.A_Clash_of_Kings
The Girl on the Train (Hardcover),Paula Hawkins,3.88,2036477,2015,ebooks,www.goodreads.com//book/show/22557272-the-girl-on-the-train
Outlander (Outlander_ #1),Diana Gabaldon,4.21,958347,1991,ebooks,www.goodreads.com//book/show/10964.Outlander
The Book Thief (Hardcover),Markus Zusak,4.36,2253361,2005,ebooks,www.goodreads.com//book/show/19063.The_Book_Thief
Jane Eyre (Paperback),Charlotte Brontë,4.09,1780230,1847,ebooks,www.goodreads.com//book/show/10210.Jane_Eyre
Dracula (Paperback),Bram Stoker,3.98,1001873,1897,ebooks,www.goodreads.com//book/show/17245.Dracula
The Perks of Being a Wallflower (Paperback),Stephen Chbosky,4.21,1489924,1999,ebooks,www.goodreads.com//book/show/22628.The_Perks_of_Being_a_Wallflower
The Selection (The Selection_ #1),Kiera Cass,4.15,1005432,2012,ebooks,www.goodreads.com//book/show/10507293-the-selection
Cinder (The Lunar Chronicles_ #1),Marissa Meyer,4.16,104648,2012,ebooks,www.goodreads.com//book/show/36381037-cinder
City of Ashes (The Mortal Instruments_ #2),Cassandra Clare,4.21,819950,2007,ebooks,www.goodreads.com//book/show/1582996.City_of_Ashes
Harry Potter and the Chamber of Secrets (Harry Potter_ #2),J.K. Rowling,4.39,2408475,1998,ebooks,www.goodreads.com//book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets
Me Before You (Me Before You_ #1),Jojo Moyes,4.25,1084157,2012,ebooks,www.goodreads.com//book/show/15507958-me-before-you
A Storm of Swords (A Song of Ice and Fire_ #3),George R.R. Martin,4.54,706452,2000,ebooks,www.goodreads.com//book/show/62291.A_Storm_of_Swords
Obsidian (Lux_ #1),Jennifer L. Armentrout,4.23,368683,2011,ebooks,www.goodreads.com//book/show/12578077-obsidian
Throne of Glass (Throne of Glass_ #1),Sarah J. Maas,4.23,667023,2012,ebooks,www.goodreads.com//book/show/7896527-throne-of-glass
The Handmaid's Tale (Paperback),Margaret Atwood,4.08,1254442,1985,ebooks,www.goodreads.com//book/show/38447.The_Handmaid_s_Tale
Anna and the French Kiss (Anna and the French Kiss_ #1),Stephanie Perkins,4.03,605113,2010,ebooks,www.goodreads.com//book/show/6936382-anna-and-the-french-kiss
The Girl with the Dragon Tattoo (Millennium_ #1),Stieg Larsson,4.12,2701854,2005,ebooks,www.goodreads.com//book/show/2429135.The_Girl_with_the_Dragon_Tattoo
Ready Player One (Ready Player One_ #1),Ernest Cline,4.28,809583,2011,ebooks,www.goodreads.com//book/show/9969571-ready-player-one
City of Glass (The Mortal Instruments_ #3),Cassandra Clare,4.34,896567,2009,ebooks,www.goodreads.com//book/show/3777732-city-of-glass
The Night Circus (Hardcover),Erin Morgenstern,4.03,893397,2011,ebooks,www.goodreads.com//book/show/9361589-the-night-circus
A Dance with Dragons (A Song of Ice and Fire_ #5),George R.R. Martin,4.31,629958,2011,ebooks,www.goodreads.com//book/show/10664113-a-dance-with-dragons
Wuthering Heights (Paperback),Emily Brontë,3.83,1438487,1847,ebooks,www.goodreads.com//book/show/6185.Wuthering_Heights
Harry Potter and the Prisoner of Azkaban (Harry Potter_ #3),J.K. Rowling,4.54,2446934,1999,ebooks,www.goodreads.com//book/show/5.Harry_Potter_and_the_Prisoner_of_Azkaban
American Gods (Kindle Edition),Neil Gaiman,4.14,283161,2001,ebooks,www.goodreads.com//book/show/30165203-american-gods
The Great Gatsby (Paperback),F. Scott Fitzgerald,3.9,3857300,1925,ebooks,www.goodreads.com//book/show/4671.The_Great_Gatsby
Harry Potter and the Deathly Hallows (Harry Potter_ #7),J.K. Rowling,4.62,2387328,2007,ebooks,www.goodreads.com//book/show/136251.Harry_Potter_and_the_Deathly_Hallows
If I Stay (If I Stay_ #1),Gayle Forman,3.96,988096,2009,ebooks,www.goodreads.com//book/show/4374400-if-i-stay
The Lightning Thief (Percy Jackson and the Olympians #1),Rick Riordan,4.24,2017124,2005,ebooks,www.goodreads.com//book/show/28187.The_Lightning_Thief
Beautiful Disaster (Beautiful_ #1),Jamie McGuire,4.14,779930,2011,ebooks,www.goodreads.com//book/show/11505797-beautiful-disaster
1984 (Mass Market Paperback),George Orwell,4.15,3199087,1949,ebooks,www.goodreads.com//book/show/5470.1984
Harry Potter and the Order of the Phoenix (Harry Potter_ #5),J.K. Rowling,4.47,2310327,2003,ebooks,www.goodreads.com//book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix
The Hobbit (Paperback),J.R.R. Tolkien,4.25,2829692,1937,fantasy,www.goodreads.com//book/show/5907.The_Hobbit
Harry Potter and the Prisoner of Azkaban (Harry Potter_ #3),J.K. Rowling,4.54,2446934,1999,fantasy,www.goodreads.com//book/show/5.Harry_Potter_and_the_Prisoner_of_Azkaban
Harry Potter and the Order of the Phoenix (Harry Potter_ #5),J.K. Rowling,4.47,2310327,2003,fantasy,www.goodreads.com//book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix
Harry Potter and the Deathly Hallows (Harry Potter_ #7),J.K. Rowling,4.62,2387328,2007,fantasy,www.goodreads.com//book/show/136251.Harry_Potter_and_the_Deathly_Hallows
Harry Potter and the Half-Blood Prince (Harry Potter_ #6),J.K. Rowling,4.55,2271765,2005,fantasy,www.goodreads.com//book/show/1.Harry_Potter_and_the_Half_Blood_Prince
A Game of Thrones (A Song of Ice and Fire_ #1),George R.R. Martin,4.45,2096624,1996,fantasy,www.goodreads.com//book/show/13496.A_Game_of_Thrones
The Fellowship of the Ring (The Lord of the Rings_ #1),J.R.R. Tolkien,4.34,2349834,1954,fantasy,www.goodreads.com//book/show/34.The_Fellowship_of_the_Ring
A Clash of Kings (A Song of Ice and Fire_ #2),George R.R. Martin,4.41,785343,1998,fantasy,www.goodreads.com//book/show/10572.A_Clash_of_Kings
The Two Towers (The Lord of the Rings_ #2),J.R.R. Tolkien,4.43,689065,1954,fantasy,www.goodreads.com//book/show/15241.The_Two_Towers
The Return of the King (The Lord of the Rings_ #3),J.R.R. Tolkien,4.51,670628,1955,fantasy,www.goodreads.com//book/show/18512.The_Return_of_the_King
The Name of the Wind (The Kingkiller Chronicle_ #1),Patrick Rothfuss,4.55,806572,2007,fantasy,www.goodreads.com//book/show/186074.The_Name_of_the_Wind
A Feast for Crows (A Song of Ice and Fire_ #4),George R.R. Martin,4.1,679682,2005,fantasy,www.goodreads.com//book/show/13497.A_Feast_for_Crows
The Lion_ the Witch and the Wardrobe (Chronicles of Narnia_ #1),C.S. Lewis,4.2,2053033,1950,fantasy,www.goodreads.com//book/show/100915.The_Lion_the_Witch_and_the_Wardrobe
Eragon (The Inheritance Cycle_ #1),Christopher Paolini,3.87,1522495,2002,fantasy,www.goodreads.com//book/show/113436.Eragon
The Golden Compass (His Dark Materials_ #1),Philip Pullman,3.94,1345467,1995,fantasy,www.goodreads.com//book/show/119322.The_Golden_Compass
A Dance with Dragons (A Song of Ice and Fire_ #5),George R.R. Martin,4.31,629958,2011,fantasy,www.goodreads.com//book/show/10664113-a-dance-with-dragons
American Gods (Kindle Edition),Neil Gaiman,4.14,283161,2001,fantasy,www.goodreads.com//book/show/30165203-american-gods
The Lightning Thief (Percy Jackson and the Olympians #1),Rick Riordan,4.24,2017124,2005,fantasy,www.goodreads.com//book/show/28187.The_Lightning_Thief
The Final Empire (Mistborn_ #1),Brandon Sanderson,4.43,431677,2006,fantasy,www.goodreads.com//book/show/68428.The_Final_Empire
Twilight (Twilight_ #1),Stephenie Meyer,3.57,4783790,2005,fantasy,www.goodreads.com//book/show/41865.Twilight
The Lord of the Rings (The Lord of the Rings_ #1-3),J.R.R. Tolkien,4.47,590897,1955,fantasy,www.goodreads.com//book/show/33.The_Lord_of_the_Rings
The Eye of the World (Wheel of Time_ #1),Robert Jordan,4.18,427848,1990,fantasy,www.goodreads.com//book/show/228665.The_Eye_of_the_World
Neverwhere (London Below_ #1),Neil Gaiman,4.18,557463,1996,fantasy,www.goodreads.com//book/show/14497.Neverwhere
The Wise Man's Fear (The Kingkiller Chronicle_ #2),Patrick Rothfuss,4.58,384271,2011,fantasy,www.goodreads.com//book/show/1215032.The_Wise_Man_s_Fear
Graceling (Graceling Realm_ #1),Kristin Cashore,4.1,569249,2008,fantasy,www.goodreads.com//book/show/3236307-graceling
Throne of Glass (Throne of Glass_ #1),Sarah J. Maas,4.23,667023,2012,fantasy,www.goodreads.com//book/show/7896527-throne-of-glass
Good Omens: The Nice and Accurate Prophecies of Agnes Nutter_ Witch (Mass Market Paperback),Terry Pratchett,4.26,554313,1990,fantasy,www.goodreads.com//book/show/12067.Good_Omens
The Color of Magic (Discworld_ #1; Rincewind #1),Terry Pratchett,4.01,334979,1983,fantasy,www.goodreads.com//book/show/34497.The_Color_of_Magic
The Subtle Knife (His Dark Materials_ #2),Philip Pullman,4.12,326778,1997,fantasy,www.goodreads.com//book/show/119324.The_Subtle_Knife
Harry Potter and the Cursed Child - Parts One and Two (Harry Potter_ #8),John Tiffany,3.69,670639,2016,fantasy,www.goodreads.com//book/show/29056083-harry-potter-and-the-cursed-child---parts-one-and-two
The Sea of Monsters (Percy Jackson and the Olympians_ #2),Rick Riordan,4.24,729480,2006,fantasy,www.goodreads.com//book/show/28186.The_Sea_of_Monsters
Eldest (The Inheritance Cycle_ #2),Christopher Paolini,3.96,347040,2005,fantasy,www.goodreads.com//book/show/45978.Eldest
The Silmarillion (Middle-Earth Universe),J.R.R. Tolkien,3.86,246199,1977,fantasy,www.goodreads.com//book/show/7332.The_Silmarillion
Assassin's Apprentice (Farseer Trilogy_ #1),Robin Hobb,4.21,66318,1995,fantasy,www.goodreads.com//book/show/77197.Assassin_s_Apprentice
The Hunger Games (The Hunger Games_ #1),Suzanne Collins,4.33,6178076,2008,fantasy,www.goodreads.com//book/show/2767052-the-hunger-games
The Lies of Locke Lamora (Gentleman Bastard_ #1),Scott Lynch,4.3,2579,2006,fantasy,www.goodreads.com//book/show/29588376-the-lies-of-locke-lamora
New Moon (Twilight_ #2),Stephenie Meyer,3.52,1480603,2006,fantasy,www.goodreads.com//book/show/49041.New_Moon
The Well of Ascension (Mistborn_ #2),Brandon Sanderson,4.36,231817,2007,fantasy,www.goodreads.com//book/show/68429.The_Well_of_Ascension
The Amber Spyglass (His Dark Materials_ #3),Philip Pullman,4.08,272513,2000,fantasy,www.goodreads.com//book/show/18122.The_Amber_Spyglass
A Wizard of Earthsea (Earthsea Cycle_ #1),Ursula K. Le Guin,4.0,277421,1968,fantasy,www.goodreads.com//book/show/13642.A_Wizard_of_Earthsea
The Graveyard Book (Hardcover),Neil Gaiman,4.12,594947,2008,fantasy,www.goodreads.com//book/show/2213661.The_Graveyard_Book
Eclipse (Twilight_ #3),Stephenie Meyer,3.69,1466893,2007,fantasy,www.goodreads.com//book/show/428263.Eclipse
A Wrinkle in Time (Time Quintet_ #1),Madeleine L'Engle,3.94,122052,1962,fantasy,www.goodreads.com//book/show/33574273-a-wrinkle-in-time
Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children_ #1),Ransom Riggs,3.9,1322623,2011,fantasy,www.goodreads.com//book/show/9460487-miss-peregrine-s-home-for-peculiar-children
The Titan's Curse (Percy Jackson and the Olympians_ #3),Rick Riordan,4.35,664984,2007,fantasy,www.goodreads.com//book/show/561456.The_Titan_s_Curse
The Way of Kings (The Stormlight Archive_ #1),Brandon Sanderson,4.65,312729,2010,fantasy,www.goodreads.com//book/show/7235533-the-way-of-kings
Prince Caspian (Chronicles of Narnia_ #2),C.S. Lewis,3.97,352440,1951,fantasy,www.goodreads.com//book/show/121749.Prince_Caspian
City of Ashes (The Mortal Instruments_ #2),Cassandra Clare,4.21,819950,2007,fantasy,www.goodreads.com//book/show/1582996.City_of_Ashes
A Court of Thorns and Roses (A Court of Thorns and Roses_ #1),Sarah J. Maas,4.27,471030,2015,fantasy,www.goodreads.com//book/show/16096824-a-court-of-thorns-and-roses
Daughter of Smoke & Bone (Daughter of Smoke & Bone_ #1),Laini Taylor,4.02,497793,2011,fantasy,www.goodreads.com//book/show/8490112-daughter-of-smoke-bone
To Kill a Mockingbird (To Kill a Mockingbird_ #1),Harper Lee,4.26,4619501,1960,fiction,www.goodreads.com//book/show/2657.To_Kill_a_Mockingbird
1984 (Mass Market Paperback),George Orwell,4.15,3199088,1949,fiction,www.goodreads.com//book/show/5470.1984
The Great Gatsby (Paperback),F. Scott Fitzgerald,3.9,3857300,1925,fiction,www.goodreads.com//book/show/4671.The_Great_Gatsby
The Hunger Games (The Hunger Games_ #1),Suzanne Collins,4.33,6178076,2008,fiction,www.goodreads.com//book/show/2767052-the-hunger-games
The Catcher in the Rye (Paperback),J.D. Salinger,3.8,2972716,1951,fiction,www.goodreads.com//book/show/5107.The_Catcher_in_the_Rye
The Da Vinci Code (Robert Langdon_ #2),Dan Brown,3.8,1889001,2003,fiction,www.goodreads.com//book/show/968.The_Da_Vinci_Code
Animal Farm (Paperback),George Orwell,3.88,2686030,1945,fiction,www.goodreads.com//book/show/7613.Animal_Farm
The Kite Runner (Paperback),Khaled Hosseini,4.27,2655245,2003,fiction,www.goodreads.com//book/show/77203.The_Kite_Runner
Lord of the Flies (Paperback),William Golding,3.65,158845,1954,fiction,www.goodreads.com//book/show/7624.Lord_of_the_Flies
The Hobbit (Paperback),J.R.R. Tolkien,4.25,2829692,1937,fiction,www.goodreads.com//book/show/5907.The_Hobbit
Pride and Prejudice (Paperback),Jane Austen,4.24,3062175,1813,fiction,www.goodreads.com//book/show/1885.Pride_and_Prejudice
Harry Potter and the Prisoner of Azkaban (Harry Potter_ #3),J.K. Rowling,4.54,2446935,1999,fiction,www.goodreads.com//book/show/5.Harry_Potter_and_the_Prisoner_of_Azkaban
Life of Pi (Paperback),Yann Martel,3.89,1555460,2001,fiction,www.goodreads.com//book/show/4214.Life_of_Pi
The Handmaid's Tale (Paperback),Margaret Atwood,4.08,1254442,1985,fiction,www.goodreads.com//book/show/38447.The_Handmaid_s_Tale
The Girl with the Dragon Tattoo (Millennium_ #1),Stieg Larsson,4.12,2701854,2005,fiction,www.goodreads.com//book/show/2429135.The_Girl_with_the_Dragon_Tattoo
The Alchemist (Paperback),Paulo Coelho,3.83,2226313,1988,fiction,www.goodreads.com//book/show/865.The_Alchemist
Harry Potter and the Deathly Hallows (Harry Potter_ #7),J.K. Rowling,4.62,2387328,2007,fiction,www.goodreads.com//book/show/136251.Harry_Potter_and_the_Deathly_Hallows
Mockingjay (The Hunger Games_ #3),Suzanne Collins,4.02,2299668,2010,fiction,www.goodreads.com//book/show/7260188-mockingjay
Harry Potter and the Order of the Phoenix (Harry Potter_ #5),J.K. Rowling,4.47,2310327,2003,fiction,www.goodreads.com//book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix
Harry Potter and the Half-Blood Prince (Harry Potter_ #6),J.K. Rowling,4.55,2271765,2005,fiction,www.goodreads.com//book/show/1.Harry_Potter_and_the_Half_Blood_Prince
Fahrenheit 451 (Mass Market Paperback),Ray Bradbury,3.96,936807,1953,fiction,www.goodreads.com//book/show/4381.Fahrenheit_451
The Help (Hardcover),Kathryn Stockett,4.46,2229755,2009,fiction,www.goodreads.com//book/show/4667024-the-help
Brave New World (Paperback),Aldous Huxley,3.97,1651300,1932,fiction,www.goodreads.com//book/show/5129.Brave_New_World
The Curious Incident of the Dog in the Night-Time (Paperback),Mark Haddon,3.86,1300346,2003,fiction,www.goodreads.com//book/show/1618.The_Curious_Incident_of_the_Dog_in_the_Night_Time
Of Mice and Men (Paperback),John Steinbeck,3.85,2047460,1937,fiction,www.goodreads.com//book/show/890.Of_Mice_and_Men
The Book Thief (Hardcover),Markus Zusak,4.36,2253361,2005,fiction,www.goodreads.com//book/show/19063.The_Book_Thief
Slaughterhouse-Five (Paperback),Kurt Vonnegut,4.06,1432899,1969,fiction,www.goodreads.com//book/show/4981.Slaughterhouse_Five
The Time Traveler's Wife (ebook),Audrey Niffenegger,4.02,939634,2003,fiction,www.goodreads.com//book/show/18619684-the-time-traveler-s-wife
The Lovely Bones (Mass Market Paperback),Alice Sebold,3.79,2218892,2002,fiction,www.goodreads.com//book/show/12232938-the-lovely-bones
Water for Elephants (Paperback),Sara Gruen,4.07,1531386,2006,fiction,www.goodreads.com//book/show/43641.Water_for_Elephants
The Fault in Our Stars (Hardcover),John Green,4.25,3708622,2012,fiction,www.goodreads.com//book/show/11870085-the-fault-in-our-stars
Memoirs of a Geisha (Mass Market Paperback),Arthur Golden,4.26,236772,1997,fiction,www.goodreads.com//book/show/929.Memoirs_of_a_Geisha
A Game of Thrones (A Song of Ice and Fire_ #1),George R.R. Martin,4.45,2096624,1996,fiction,www.goodreads.com//book/show/13496.A_Game_of_Thrones
The Road (Hardcover),Cormac McCarthy,3.95,818630,2006,fiction,www.goodreads.com//book/show/6288.The_Road
Catch-22 (Catch-22 #1),Joseph Heller,3.98,1155678,1961,fiction,www.goodreads.com//book/show/168668.Catch_22
The Adventures of Huckleberry Finn (Paperback),Mark Twain,3.8,1290991,1884,fiction,www.goodreads.com//book/show/2956.The_Adventures_of_Huckleberry_Finn
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy_ #1),Douglas Adams,4.33,201478,1979,fiction,www.goodreads.com//book/show/386162.The_Hitchhiker_s_Guide_to_the_Galaxy
The Girl on the Train (Hardcover),Paula Hawkins,3.88,2036477,2015,fiction,www.goodreads.com//book/show/22557272-the-girl-on-the-train
The Fellowship of the Ring (The Lord of the Rings_ #1),J.R.R. Tolkien,4.34,2349834,1954,fiction,www.goodreads.com//book/show/34.The_Fellowship_of_the_Ring
One Hundred Years of Solitude (Hardcover),Gabriel García Márquez,4.03,981799,1967,fiction,www.goodreads.com//book/show/320.One_Hundred_Years_of_Solitude
Frankenstein (Paperback),Mary Wollstonecraft Shelley,3.92,63763,1818,fiction,www.goodreads.com//book/show/35031085-frankenstein
The Picture of Dorian Gray (Paperback),Oscar Wilde,4.06,1109524,1890,fiction,www.goodreads.com//book/show/5297.The_Picture_of_Dorian_Gray
The Giver (The Giver_ #1),Lois Lowry,4.12,1826377,1993,fiction,www.goodreads.com//book/show/3636.The_Giver
Wuthering Heights (Paperback),Emily Brontë,3.83,1438487,1847,fiction,www.goodreads.com//book/show/6185.Wuthering_Heights
American Gods (Kindle Edition),Neil Gaiman,4.14,283161,2001,fiction,www.goodreads.com//book/show/30165203-american-gods
A Thousand Splendid Suns (Hardcover),Khaled Hosseini,4.34,1304050,2007,fiction,www.goodreads.com//book/show/128029.A_Thousand_Splendid_Suns
